stationNumber,slope,lowBound,hightBound,slopeInt,meanWind,pw1990,pw2017,pwDiff,mw1990,mw1991,mw1992,mw1993,mw1994,mw1995,mw1996,mw1997,mw1998,mw1999,mw2000,mw2001,mw2002,mw2003,mw2004,mw2005,mw2006,mw2007,mw2008,mw2009,mw2010,mw2011,mw2012,mw2013,mw2014,mw2015,mw2016,mw2017
315940-99999,-0.2750410509031215,-0.40042877783635,-0.14965332396989295,-1,21.535714285714285,175,275,99.99999999999999,28,25,26,22,21,22,28,29,26,26,20,19,17,18,21,21,21,20,20,18,19,18,18,20,20,20,20,20
039800-99999,-0.05993431855499676,-0.5379027448719973,0.4180341077620038,0,76.03571428571429,241,236,4.999999999999995,90,79,84,75,88,85,62,40,60,85,81,79,78,77,78,71,78,76,84,70,70,78,76,79,75,80,73,78
035030-99999,-0.047892720306511455,-0.1515390410302798,0.05575360041725688,0,29.464285714285715,232,233,0.9999999999999887,33,28,27,27,33,32,33,29,31,30,30,28,31,28,28,28,28,27,30,30,25,31,29,32,30,32,27,28
851040-99999,0.1502463054187179,0.009450981200752023,0.2910416296366838,1,24.821428571428573,341,303,38.00000000000003,19,18,23,24,19,23,23,27,31,29,24,26,28,25,24,26,25,27,22,27,28,28,21,24,27,26,24,27
967410-99999,-0.3141762452107385,-0.5635408075922519,-0.06481168282922509,-1,25.142857142857142,135,351,144.00000000000003,22,22,24,27,26,32,27,30,35,36,34,33,32,26,26,19,12,20,25,22,23,26,22,22,18,22,20,21
717180-99999,0.1338259441707773,0.026310840779673925,0.24134104756188068,1,47.892857142857146,240,253,13.000000000000005,50,44,45,44,49,46,48,49,48,50,46,47,48,48,46,49,46,49,47,47,44,46,47,53,52,50,51,52
717490-99999,0.13875205254515668,0.06758947248318899,0.2099146326071244,1,32.32142857142857,302,303,0.9999999999999887,29,31,30,26,32,34,33,31,32,32,32,34,32,33,33,32,32,34,33,32,33,32,35,32,35,34,33,34
540960-99999,0.3486590038314225,0.17595366548038477,0.5213643421824603,1,32.857142857142854,277,286,9.0,28,30,30,30,28,25,27,26,26,35,32,34,28,31,40,41,38,37,38,35,37,38,35,37,33,33,33,35
948020-99999,-0.06787082649151638,-0.1690149005935352,0.03327324761050243,0,43.857142857142854,266,282,16.00000000000002,46,44,45,46,46,49,45,44,41,47,43,40,43,43,42,42,41,45,42,43,40,43,45,45,45,43,46,44
269510-99999,-0.2835249042145599,-0.40929943813250114,-0.15775037029661865,-1,32.785714285714285,249,253,4.000000000000005,41,33,38,38,36,34,29,34,37,36,34,34,34,31,31,31,31,34,34,29,28,30,29,29,27,29,32,35
075100-99999,-0.05391351943076367,-0.12534718691293115,0.01752014805140381,0,33.607142857142854,292,283,9.0,32,34,32,33,34,36,33,32,34,34,36,36,36,35,35,35,35,35,33,32,34,32,32,33,33,32,31,32
712625-99999,0.23070607553367406,0.016705845136322367,0.4447063059310258,1,42.82142857142857,240,249,9.0,50,49,41,42,36,37,35,38,35,42,41,42,46,40,43,41,44,45,47,40,37,39,45,48,49,48,50,49
037400-99999,-0.1762452107279711,-0.2870222067660314,-0.06546821468991083,-1,43.785714285714285,235,240,4.999999999999995,47,46,43,48,49,43,44,41,44,42,44,44,46,44,44,44,45,45,47,43,42,45,43,46,39,42,38,38
607140-99999,0.10563765736179637,-0.037539614400127735,0.24881492912372047,0,42.42857142857143,319,310,9.0,40,39,35,40,42,42,39,39,40,49,47,46,47,46,45,41,42,44,41,44,43,41,44,45,43,42,41,41
485670-99999,0.4129720853858899,0.28037622584125,0.5455679449305298,1,13.25,51,22,29.000000000000004,14,11,11,9,9,7,6,8,13,13,12,11,12,11,13,13,13,12,12,14,13,15,14,18,19,23,23,22
427010-99999,-0.48494800218938783,-0.6241230680946694,-0.3457729362841062,-1,19.857142857142858,277,277,0.0,27,26,29,28,24,23,26,26,23,21,21,21,19,17,21,16,15,14,14,14,14,14,15,15,19,16,21,17
915820-99999,-0.003010399562120347,-0.16253201416538243,0.15651121504114174,0,38.82142857142857,125,115,10.000000000000014,43,34,36,44,43,43,36,39,38,37,36,33,38,36,40,39,43,41,35,40,40,36,40,38,43,44,35,37
061180-99999,-0.3910782703886209,-0.5116868598569616,-0.2704696809202802,-1,49.035714285714285,237,235,2.0000000000000284,54,53,53,55,56,55,55,51,52,48,51,48,52,46,45,45,42,46,48,48,47,48,47,47,48,48,42,43
474350-99999,-0.23043240284619973,-0.3022509578237442,-0.15861384786865523,-1,31.5,259,260,0.9999999999999887,34,33,33,34,35,32,33,33,32,32,32,34,33,31,35,33,32,32,32,32,27,28,27,29,29,29,28,28
949760-99999,nan,nan,nan,0,19.62962962962963,nan,296.0,nan,nan,13.0,13.0,12.0,14.0,10.0,8.0,12.0,19.0,19.0,21.0,14.0,20.0,21.0,26.0,27.0,15.0,22.0,25.0,31.0,27.0,27.0,23.0,26.0,22.0,22.0,24.0,17.0
703610-25339,-0.5911330049261132,-0.7863788751581062,-0.39588713469412024,-1,24.5,108,100,7.999999999999998,37,37,39,31,33,32,29,30,19,25,21,23,19,21,22,23,21,18,19,20,19,22,20,20,19,23,22,22
434360-99999,-0.07416529830323143,-0.2787660268177969,0.13043543021133402,0,15.107142857142858,36,42,6.000000000000002,15,1,26,18,17,14,19,13,18,18,23,13,16,15,15,14,15,14,11,13,14,14,14,13,13,14,18,15
594310-99999,0.5533661740558362,0.451176011294552,0.6555563368171204,1,18.571428571428573,110,73,37.0,10,10,9,9,10,16,17,18,17,18,21,20,19,19,18,19,20,19,20,19,24,24,23,23,23,24,24,27
235520-99999,-0.5421455938697405,-0.6211962940629308,-0.46309489367655016,-1,26.75,204,235,30.99999999999998,33,38,35,33,30,31,29,30,29,28,28,28,29,27,28,26,25,24,24,23,22,21,19,21,22,23,21,22
219820-99999,0.1505199781061884,-0.09368557391148624,0.394725530123863,0,49.92857142857143,24,359,24.999999999999986,49,51,49,53,44,48,48,45,55,51,53,55,49,45,55,47,44,38,42,45,49,54,49,56,61,57,53,53
714210-99999,-0.13026819923371652,-0.21945418079262613,-0.041082217674806895,-1,31.357142857142858,259,274,14.999999999999982,35,31,32,32,33,30,34,32,32,33,32,32,32,34,31,32,31,32,30,31,31,29,23,32,31,31,30,30
357000-99999,-0.431855500821023,-0.7402322462588256,-0.1234787553832204,-1,39.07142857142857,214,139,74.99999999999999,46,43,46,49,45,37,30,20,48,47,46,50,45,43,44,42,33,33,33,39,38,36,35,35,34,34,31,32
620120-99999,0.7580733442802532,0.5367056637333819,0.9794410248271245,1,41.57142857142857,0,296,64.0,33,37,34,35,42,35,34,35,36,37,38,39,41,41,40,37,32,36,37,55,45,50,48,50,54,54,53,56
968050-99999,0.045429666119322296,-0.0799232080881107,0.17078254032675527,0,21.357142857142858,121,127,6.000000000000009,21,19,18,21,19,22,23,30,20,22,21,21,22,21,21,21,20,18,19,20,19,23,24,23,23,26,18,23
947080-99999,0.5489874110563888,0.3510743484063069,0.7469004737064707,1,17.5,176,89,87.0,15,12,12,12,11,12,19,15,15,15,15,16,15,17,15,16,16,16,16,18,17,19,18,20,23,24,31,40
471190-99999,0.06677613574165343,-0.004246913911515479,0.13779918539482233,0,17.571428571428573,246,267,20.999999999999964,16,17,17,16,16,15,15,17,19,17,18,17,19,18,21,21,21,17,17,17,17,17,18,17,18,18,18,18
865600-99999,0.3221127531472427,0.14785179261442455,0.49637371368006084,1,51.035714285714285,90,130,40.00000000000001,50,48,48,53,43,48,48,49,44,46,52,53,48,43,46,49,57,57,55,59,56,56,54,54,53,53,53,54
621610-99999,-0.3929939792008841,-0.5593845220183349,-0.22660343638343328,-1,33.857142857142854,8,339,29.000000000000043,36,36,33,30,37,37,44,43,42,36,35,35,39,34,33,37,33,33,33,32,32,28,29,32,28,28,28,25
082240-99999,0.04980842911877492,-0.07713930127001589,0.17675615950756574,0,32.285714285714285,252,264,12.000000000000018,32,37,33,30,29,27,30,27,30,34,33,38,33,33,33,34,33,32,34,35,32,29,33,34,35,30,33,31
517300-99999,0.12616310892173305,0.012362281311528028,0.23996393653193807,1,14.607142857142858,37,18,19.0,15,14,16,16,16,15,15,15,12,11,10,10,10,11,12,15,16,15,15,15,16,15,14,17,18,18,18,19
125300-99999,-0.15736179529283598,-0.25140813136925166,-0.06331545921642028,-1,26.392857142857142,249,235,13.999999999999995,24,29,33,30,28,29,28,26,30,25,25,25,24,24,28,27,26,27,28,25,25,24,25,25,24,25,24,26
985480-99999,0.2859879584017613,0.01859651466045814,0.5533794021430645,1,13.25,303,4,61.000000000000036,16,15,16,16,14,9,8,11,10,9,9,9,10,11,11,8,9,9,8,11,9,11,13,17,29,29,24,20
973000-99999,-0.44745484400657287,-0.6356809636114045,-0.2592287244017412,-1,23.821428571428573,227,218,9.0,32,33,28,28,33,31,29,23,19,22,21,24,23,25,22,26,24,31,23,20,17,18,18,16,14,22,19,26
081710-99999,-0.1368363437328963,-0.23981361391374342,-0.033859073552049174,-1,23.857142857142858,280,277,2.999999999999966,27,24,24,25,24,27,28,25,27,25,25,23,23,22,24,25,23,23,23,23,22,16,19,23,25,25,24,24
607100-99999,0.16174055829227485,-0.05990565221074082,0.38338676879529054,0,37.82142857142857,299,284,15.000000000000037,24,25,29,41,44,42,41,39,41,41,38,39,42,41,37,37,37,39,36,40,39,37,34,40,39,40,38,39
960350-99999,0.2679255610290151,0.10968080418688653,0.4261703178711437,1,15.607142857142858,49,323,86.0,14,12,11,12,14,14,14,14,15,16,16,21,16,15,14,15,15,15,13,13,11,11,14,18,22,24,25,23
315210-99999,-0.09660645867542178,-0.25073000978641513,0.05751709243557157,0,19.321428571428573,193,255,62.000000000000014,25,21,21,21,23,21,21,22,21,16,19,8,20,16,20,19,21,16,20,17,16,19,15,19,20,21,22,21
930040-99999,-0.07744937055282397,-0.23470065910017018,0.07980191799452224,0,84.53571428571429,219,206,13.000000000000005,82,88,90,77,84,84,89,85,86,87,85,88,86,82,87,78,82,84,88,85,84,88,87,81,86,80,82,82
915070-99999,0.003010399562125024,-0.1201968285034531,0.12621762762770317,0,11.607142857142858,182,175,6.9999999999999964,13,9,12,11,10,7,11,16,10,9,11,13,9,12,14,15,15,14,15,15,15,12,10,10,10,10,9,8
024600-99999,-0.2665571975916853,-0.47913520207265836,-0.0539791931107122,-1,39.07142857142857,237,220,17.00000000000001,41,38,39,41,41,42,39,42,41,42,40,40,42,44,44,47,45,48,29,31,31,34,33,36,39,37,34,34
151200-99999,0.08894362342638365,-0.0007823766305586205,0.17866962348332593,0,19.035714285714285,292,281,10.999999999999977,18,18,19,18,17,16,14,19,17,16,21,23,21,22,21,19,19,22,20,19,18,19,20,20,19,19,19,20
421110-99999,-0.11165845648604429,-0.14462953218828617,-0.07868738078380243,-1,6.5,305,265,40.00000000000001,8,8,7,7,8,7,7,7,7,7,6,7,7,7,8,7,7,7,7,6,6,6,5,4,5,4,5,5
161470-99999,0.2383689107827077,0.049002225799447185,0.4277355957659682,1,21.035714285714285,256,21,125.00000000000004,18,15,15,17,17,19,20,23,26,25,22,31,21,21,15,15,16,18,24,21,21,22,26,21,21,23,28,28
061040-99999,-0.1759715380405037,-0.2980438079196598,-0.0538992681613476,-1,41.67857142857143,248,236,11.999999999999966,47,46,46,44,44,41,41,42,44,43,45,41,44,38,39,39,37,41,40,38,37,40,40,39,41,46,41,43
443050-99999,0.32156540777231146,0.14021143736405411,0.5029193781805688,1,36.892857142857146,329,323,5.999999999999983,36,36,34,33,34,38,36,37,35,36,37,32,32,32,31,33,39,31,30,44,43,39,40,41,40,44,45,45
723235-13896,-0.19184455391352406,-0.30457250894635546,-0.07911659888069267,-1,26.678571428571427,227,213,13.999999999999995,27,24,27,27,31,33,35,28,27,28,28,25,27,27,28,27,27,25,27,26,23,25,23,23,24,24,25,26
833840-99999,-0.18637110016420605,-0.24796191992289798,-0.12478028040551412,-1,10.178571428571429,109,115,5.999999999999996,13,13,12,10,11,14,15,10,10,11,11,11,10,9,11,10,9,11,9,7,9,9,10,8,9,7,7,9
408480-99999,-0.1157635467980314,-0.2650273615936121,0.033500267997549335,0,19.035714285714285,265,265,0.0,20,18,17,16,17,18,20,23,25,22,22,28,23,21,22,17,16,16,17,16,15,17,18,19,19,18,18,15
315870-99999,0.08319649698960363,-0.03200777251985111,0.19840076649905836,0,17.928571428571427,305,301,4.000000000000005,19,18,15,16,15,16,18,17,18,20,18,17,18,18,21,20,18,18,20,19,16,15,11,16,20,21,22,22
948550-99999,0.24384236453201458,0.06905277881768349,0.4186319502463457,1,34.32142857142857,240,184,55.99999999999997,21,22,29,32,34,35,35,35,37,36,36,37,39,37,36,35,37,38,36,36,34,33,35,35,35,36,36,34
470520-99999,0.3040503557745002,0.10308257424482525,0.5050181373041751,1,17.035714285714285,258,321,63.0,15,17,14,17,15,14,15,15,19,17,12,15,18,16,16,15,15,12,12,12,14,17,15,21,31,26,25,27
080020-99999,0.0010946907498604608,-0.1328525355047304,0.1350419170044513,0,35.285714285714285,343,256,86.99999999999999,32,36,34,34,36,36,34,33,33,34,34,38,36,39,39,39,37,37,37,35,36,34,35,38,38,37,29,28
947500-99999,0.3516694033935454,0.24804140353845433,0.4552974032486365,1,36.607142857142854,244,270,26.00000000000001,31,27,32,33,39,35,37,32,34,33,35,36,37,36,36,35,38,41,40,42,39,39,39,40,39,39,41,40
013600-99999,-0.4222769567597188,-0.8289651479264694,-0.01558876559296829,-1,35.25,270,225,45.0,44,43,49,43,44,45,39,45,42,16,15,28,39,40,38,37,32,33,23,22,25,35,24,37,37,37,37,38
314890-99999,-0.02846195949644191,-0.17249559716513813,0.11557167817225432,0,14.785714285714286,298,300,2.0000000000000284,16,16,16,17,17,15,12,14,14,12,12,24,20,13,13,14,11,13,12,13,12,11,13,16,16,18,17,17
561440-99999,0.03366174055829428,-0.09867611474942133,0.16599959586600987,0,12.535714285714286,96,165,68.99999999999999,14,13,13,15,15,17,15,10,11,11,9,10,9,9,12,11,12,11,10,11,12,11,9,14,17,17,17,16
071450-99999,-0.6171319102353712,-0.9450818039450541,-0.28918201652568826,-1,29.035714285714285,243,246,3.000000000000017,33,31,57,28,35,37,54,34,31,25,26,27,26,24,25,24,26,25,24,23,23,24,26,25,25,27,24,24
722687-93033,-0.03037766830870267,-0.12146502998916954,0.0607096933717642,0,40.964285714285715,209,214,4.999999999999995,42,41,40,43,41,42,37,39,41,42,44,42,43,45,40,41,42,37,41,39,40,42,39,40,41,39,41,43
865300-99999,-0.22687465790914396,-0.3314399133047816,-0.12230940251350628,-1,40.464285714285715,108,68,39.99999999999999,44,40,46,45,42,42,42,46,41,45,39,39,38,38,40,39,38,38,41,42,40,41,38,39,37,36,36,41
076900-99999,-0.15654077723043214,-0.21485387868084155,-0.09822767578002274,-1,40.5,356,344,11.999999999999966,45,42,40,41,41,42,41,41,42,42,42,42,40,44,41,39,41,40,39,39,39,38,39,39,39,38,40,38
480780-99999,-0.22687465790914327,-0.3404120771534101,-0.11333723866487642,-1,6.964285714285714,135,193,58.00000000000001,11,10,12,14,12,14,8,7,5,4,5,5,6,4,5,6,5,5,5,5,5,5,6,6,6,7,6,6
239290-99999,0.09852216748768988,-0.028054169455191375,0.22509850443057114,0,26.928571428571427,227,228,1.0000000000000142,30,30,28,29,28,24,25,25,24,23,22,22,24,25,26,28,28,28,28,26,28,27,26,28,32,32,28,30
645560-99999,nan,nan,nan,0,58.15384615384615,269.0,213.0,56.0,6.0,4.0,6.0,13.0,242.0,118.0,0.0,nan,129.0,458.0,0.0,0.0,20.0,31.0,133.0,35.0,108.0,nan,108.0,10.0,13.0,10.0,15.0,0.0,8.0,17.0,17.0,11.0
064760-99999,-0.1828133552271507,-0.3969777213025072,0.03135101084820577,0,36.214285714285715,217,242,25.0,39,38,38,39,40,40,31,20,38,39,38,40,40,39,40,39,43,40,36,34,33,34,33,34,32,34,32,31
475900-99999,-0.11850027367268898,-0.16594686796436744,-0.07105367938101051,-1,32.035714285714285,306,297,9.0,34,32,34,35,34,33,33,33,32,34,33,31,32,31,31,32,32,30,30,31,30,32,32,31,32,32,31,30
296050-99999,-0.07608100711549048,-0.1598296390562887,0.007667624825307723,0,29.142857142857142,213,218,4.999999999999995,31,28,29,31,31,31,28,31,29,30,29,31,32,29,27,27,30,30,28,26,28,27,25,30,32,30,28,28
085790-99999,0.25451559934319234,-0.03699363068954303,0.5460248293759278,0,32.714285714285715,337,348,10.999999999999977,33,33,34,31,38,40,29,18,18,19,19,37,37,36,35,36,34,34,34,35,36,34,33,38,36,36,37,36
249440-99999,0.0922276956759735,-0.004608413539843675,0.18906380489179067,0,24.535714285714285,292,268,23.999999999999982,24,21,23,24,22,22,26,26,25,27,25,26,26,26,22,22,25,27,23,22,23,23,23,24,26,27,29,28
423280-99999,0.07553366174055265,-0.20605309656417276,0.35712042004527805,0,27.071428571428573,234,230,4.000000000000005,18,21,19,19,16,24,29,33,34,35,35,30,35,31,35,31,29,27,31,29,26,28,28,27,24,19,22,23
584720-99999,-0.1458675424192662,-0.2723319984139112,-0.019403086424621185,-1,65.10714285714286,63,48,14.999999999999996,70,65,65,63,68,67,64,64,65,61,67,68,66,67,67,70,68,67,64,65,63,65,64,68,61,59,61,61
607450-99999,0.33114395183361145,0.21782317766068782,0.4444647260065351,1,40.785714285714285,51,49,2.0000000000000027,36,36,35,36,38,39,36,33,36,40,41,44,44,44,43,44,42,45,44,43,43,42,42,45,42,42,44,43
115020-99999,0.2099069512862585,-0.0532333033430378,0.4730472059155548,0,33.535714285714285,283,289,5.999999999999983,23,20,27,31,31,33,32,27,30,37,37,41,42,42,43,38,35,42,37,35,34,33,33,31,30,32,31,32
549450-99999,-0.5977011494252981,-0.8667843137884077,-0.3286179850621884,-1,29.785714285714285,24,22,2.0000000000000027,35,34,38,38,38,37,37,37,36,37,37,36,33,29,22,25,23,21,20,20,21,20,20,21,20,33,33,33
389740-99999,-0.16995073891625312,-0.3845827162473543,0.04468123841484806,0,23.607142857142858,323,321,2.0000000000000284,32,32,30,24,23,18,18,15,16,31,28,29,28,27,25,21,22,20,22,23,22,23,20,20,22,23,24,23
569590-99999,0.3645320197044399,0.28895172741229663,0.4401123119965831,1,9.5,142,162,20.000000000000004,6,9,7,6,5,5,5,6,6,7,7,7,7,6,12,12,11,11,12,13,12,12,13,13,14,14,14,14
915790-99999,-0.22769567597154694,-0.4821875548786425,0.02679620293554863,0,46.57142857142857,108,122,13.999999999999995,43,46,46,69,51,45,41,47,46,46,48,42,50,46,50,48,51,50,46,46,48,44,44,38,44,48,40,41
726580-14922,-0.28434592227695776,-0.39711144480357463,-0.1715803997503409,-1,42.607142857142854,249,300,51.000000000000036,50,49,47,45,47,47,45,42,39,43,44,42,43,42,43,41,41,41,40,39,37,38,38,40,43,43,42,42
485640-99999,0.004105090311988108,-0.07643855357322239,0.08464873419719861,0,10.535714285714286,324,303,21.000000000000018,12,10,13,10,12,12,12,8,10,12,8,8,8,9,9,10,10,11,9,12,10,12,12,14,11,11,11,9
804280-99999,nan,nan,nan,0,18.037037037037038,83.0,nan,nan,19.0,20.0,18.0,17.0,18.0,19.0,18.0,19.0,19.0,18.0,17.0,19.0,18.0,18.0,18.0,18.0,18.0,18.0,20.0,20.0,19.0,16.0,16.0,16.0,19.0,17.0,15.0,nan
711310-99999,0.12862616310892544,0.015597048594923682,0.2416552776229272,1,48.07142857142857,288,289,0.9999999999999887,49,47,46,44,52,46,46,48,44,47,44,45,47,48,49,50,52,53,50,49,47,50,46,47,50,48,50,52
470310-99999,0.1688560481663962,-0.15417628169707576,0.4918883780298682,0,17.75,297,323,26.00000000000001,16,19,17,20,20,20,19,16,19,23,16,14,17,12,13,15,14,11,11,10,9,11,12,19,33,34,33,24
560650-99999,0.09934318555008584,0.004056914953188065,0.19462945614698363,1,21.821428571428573,350,27,37.0,23,23,23,21,20,21,22,17,20,19,18,19,23,24,24,22,22,22,22,23,22,20,20,22,25,25,25,24
876480-99999,-0.01423097974821369,-0.2548765002800176,0.22641454078359027,0,30.857142857142858,355,348,7.000000000000022,40,36,35,31,33,33,31,27,27,34,31,31,27,27,25,25,23,24,28,27,26,27,30,37,37,36,37,39
347120-99999,-0.22058018609743002,-0.36624128679976375,-0.07491908539509631,-1,47.857142857142854,321,77,116.00000000000004,52,49,49,53,48,52,59,48,48,48,47,48,48,49,43,46,43,49,44,44,47,44,46,45,52,48,45,46
825990-99999,0.16502463054187572,-0.0048295297050936215,0.3348787907888451,0,44.82142857142857,106,138,31.999999999999993,44,43,42,46,42,45,44,43,45,45,41,46,46,45,48,48,43,44,41,36,43,40,46,43,53,50,51,52
916310-99999,-0.032293377120958755,-0.22151172454857387,0.15692497030665636,0,44.642857142857146,61,89,28.0,51,48,43,44,43,43,41,42,46,53,44,46,44,41,40,41,41,46,52,40,46,51,43,40,46,50,44,41
823980-99999,0.5355774493705641,0.28711460892106994,0.7840402898200582,1,44.82142857142857,138,96,41.999999999999986,42,38,46,45,38,38,44,47,44,37,32,38,41,42,42,46,44,48,43,39,46,42,57,56,56,57,55,52
590070-99999,0.12342638204707304,0.029389364536974022,0.21746339955717206,1,16.25,132,201,69.00000000000001,14,15,14,14,14,13,16,16,17,14,15,19,20,21,17,17,16,16,14,14,18,14,16,17,19,19,19,17
382220-99999,0.38505747126437756,0.2698501379534788,0.5002648045752763,1,12.178571428571429,31,112,81.0,12,9,10,6,9,9,8,10,8,7,7,8,10,15,13,10,17,15,13,15,15,14,12,16,20,18,18,17
956770-99999,0.1299945265462497,-0.0011073473122044097,0.26109640040470383,0,41.32142857142857,338,259,78.99999999999997,36,32,41,42,39,38,43,39,39,44,44,43,45,46,43,43,41,43,43,43,41,40,42,43,40,41,43,40
717390-99999,0.055829228243024914,-0.04531797455347322,0.15697643103952305,0,32.785714285714285,262,275,13.000000000000005,35,33,33,31,34,33,31,33,31,31,30,36,33,32,33,30,29,34,31,28,36,33,35,35,35,34,35,34
431500-99999,-0.33278598795840264,-0.4870442837656156,-0.17852769215118966,-1,24.071428571428573,231,214,16.999999999999986,33,32,26,30,33,31,27,26,23,20,20,22,22,23,19,22,19,20,24,22,24,22,21,23,23,23,21,23
040890-99999,-0.2654625068418231,-0.5710637793408433,0.04013876565719704,0,46.785714285714285,106,290,176.0,48,55,58,63,57,58,45,46,41,40,42,46,39,39,42,40,43,43,41,39,44,51,47,47,51,52,46,47
442720-99999,0.42911877394637066,0.26495071045768814,0.5932868374350532,1,14.857142857142858,243,202,40.99999999999999,14,12,11,11,11,13,13,9,11,12,13,14,14,12,15,13,14,16,15,13,13,11,14,20,25,26,25,26
401800-99999,0.07170224411603512,-0.12191680027936991,0.26532128851144016,0,34.57142857142857,261,285,23.999999999999982,30,32,33,28,36,34,36,38,44,36,44,32,33,34,33,35,32,32,32,32,30,31,30,38,37,39,39,38
723925-23190,-0.40804597701149403,-0.5635635386922312,-0.2525284153307569,-1,24.678571428571427,224,216,8.00000000000001,37,38,34,27,27,26,27,27,24,24,23,24,23,22,21,21,23,22,22,21,23,21,21,20,22,23,25,23
471150-99999,0.08237547892720898,-0.10407959025615268,0.2688305481105706,0,36.25,164,297,133.0,41,42,39,37,37,37,30,37,35,34,28,30,31,28,36,35,36,36,37,35,40,42,38,39,38,38,40,39
946790-99999,0.04460864805693174,-0.2674838528462432,0.35670114896010663,0,24.892857142857142,230,78,152.0,32,24,24,23,22,23,20,19,18,16,15,34,41,37,31,28,28,26,21,28,23,19,17,19,24,28,30,27
