stationNumber,slope,lowBound,hightBound,slopeInt,pw1985,pw1995
222820-99999,0.9454545454544574,0.012969997048115967,1.8779390938607987,1,1,186
522670-99999,-0.37272727272725703,-0.6040779079509137,-0.1413766375036004,-1,303,293
077700-99999,0.8909090909089503,-0.6683032310627581,2.4501214128806588,0,308,243
834980-99999,-0.390909090909068,-0.7028690708147631,-0.07894911100337287,-1,97,70
335870-99999,-0.09090909090909172,-0.6341452327490181,0.4523270509308347,0,302,335
304240-99999,1.0636363636362944,0.3055131108116045,1.8217596164609844,1,234,177
724037-93728,0.9999999999999374,0.1796855850694815,1.8203144149303934,1,274,306
560960-99999,0.027272727272732,-0.170337467463804,0.224882922009268,0,129,123
330270-99999,0.14545454545453707,-0.0022071411030337162,0.29311623201210785,0,242,248
714390-99999,-0.7818181818182062,-2.147740387402516,0.5841040237661035,0,278,307
477880-99999,-0.14545454545454994,-0.6503118853762558,0.35940279446715595,0,27,341
160400-99999,0.6272727272726836,0.1416293930983084,1.1129160614470588,1,337,209
156130-99999,-0.2454545454545798,-1.6923513670187735,1.201442276109614,0,245,235
672210-99999,nan,nan,nan,0,316.0,180.0
549450-99999,1.0272727272726936,0.715312747367,1.3392327071783872,1,21,272
645100-99999,2.7999999999998044,0.735556977609177,4.864443022390432,1,310,138
780660-99999,0.018181818181821185,-0.9044745641488993,0.9408382005125416,0,108,38
236290-99999,-0.4909090909090561,-0.9081091134828447,-0.07370906833526747,-1,313,232
871490-99999,0.09999999999998455,-0.31238525242338644,0.5123852524233555,0,124,120
579160-99999,0.25454545454543376,-0.15766883735690662,0.6667597464477741,0,130,138
477800-99999,-0.4636363636363341,-0.6574044382545721,-0.26986828901809606,-1,328,311
156140-99999,0.06363636363633951,-0.4245162731507145,0.5517890004233935,0,249,250
338830-99999,-0.1363636363636287,-0.5346044098999616,0.2618771371727043,0,329,318
724516-99999,1.1636363636363232,-0.08118725977038754,2.4084599870430337,0,223,195
992650-99999,1.8363636363635045,-1.658326160056081,5.33105343278309,0,3,81
911650-22536,-0.26363636363635745,-1.1909411743041958,0.6636684470314809,0,55,61
674130-99999,0.05454545454544757,-0.5224177411224268,0.6315086502133219,0,122,108
528250-99999,0.3818181818181947,-0.38140159956798425,1.1450379632043737,0,267,267
022960-99999,0.16363636363634182,-0.44626798094703346,0.7735407082197171,0,305,264
222690-99999,0.34545454545455634,-0.12828647730061643,0.8191955682097292,0,75,255
365460-99999,1.5545454545453876,0.6777723675480117,2.4313185415427636,1,143,10
724870-99999,-0.4181818181817998,-0.6540583238674648,-0.18230531249613477,-1,212,174
389270-99999,0.22727272727274084,-0.14787925676371977,0.6024247113092014,0,263,288
162420-99999,-0.0636363636363182,-1.0577563288194556,0.9304836015468191,0,158,285
226710-99999,0.036363636363633045,-0.15061642674302422,0.2233436994702903,0,325,212
802410-99999,1.1727272727271623,0.09583412577764983,2.249620419676675,1,27,35
154750-99999,-0.1909090909090967,-0.6707116433391846,0.2888934615209912,0,38,7
160450-99999,0.6909090909090632,0.11476093053390535,1.2670572512842209,1,48,49
111800-99999,-0.30909090909086245,-1.0841632075638061,0.4659813893820812,0,278,272
400010-99999,-0.018181818181825626,-0.5698300802354361,0.5334664438717849,0,350,352
788730-99999,0.8363636363635853,-0.2072219576867591,1.8799492304139298,0,92,70
011060-99999,0.5454545454545041,0.000491098327707773,1.0904179925813005,1,310,240
433600-99999,1.218181818181776,-0.8873702085960935,3.3237338449596456,0,339,266
336150-99999,7.290909090908653,-1.797970798859862,16.37978898067717,0,303,119
575830-99999,0.17272727272725463,-0.07050528086696486,0.4159598263214741,0,27,31
858740-99999,0.7000000000000135,-0.8699496363364501,2.2699496363364773,0,323,314
727815-24237,-0.33636363636363287,-0.6701546276092006,-0.0025726451180650978,-1,230,217
762430-99999,0.07272727272731672,-0.6441388959071546,0.789593441361788,0,83,102
701795-99999,-1.090909090909042,-1.824108061389004,-0.3577101204290799,-1,293,351
116830-99999,1.590909090909137,0.08225912847501848,3.0995590533432553,1,163,209
508880-99999,-0.06363636363630487,-0.7691043625155145,0.6418316352429048,0,244,275
744600-99999,-0.6636363636363418,-1.0857075707803647,-0.24156515649231897,-1,261,240
171840-99999,-0.08181818181817846,-0.3507413036398403,0.18710494000348338,0,27,353
388670-99999,-1.1818181818181452,-1.8048336908619587,-0.5588026727743319,-1,358,134
841230-99999,0.05454545454550086,-0.9275186495881176,1.0366095586791193,0,178,178
263590-99999,0.21818181818179472,-1.7702944444762438,2.2066580808398335,0,215,172
645010-99999,-0.7909090909090732,-1.5056416757021407,-0.0761765061160059,-1,209,193
722056-12834,-0.4727272727272531,-1.0017644333173903,0.056309887862884045,0,89,46
726406-99999,0.04545454545457339,-0.6494093545340648,0.7403184454432116,0,206,278
537400-99999,-0.42727272727269394,-1.5070420102805702,0.6524965557351823,0,303,293
298070-99999,0.11818181818180307,-0.36220800809409276,0.598571644457699,0,238,252
724735-23170,0.06363636363637659,-0.4607167887470105,0.5879895160197637,0,235,238
839280-99999,-0.20909090909089567,-0.7067768153793036,0.28859499719751225,0,94,105
724795-99999,0.5454545454545325,0.1725010432103561,0.918408047698709,1,208,203
722688-93034,-0.1727272727272613,-0.8677264128689882,0.5222718674144656,0,179,184
594310-99999,0.009090909090900157,-0.45679847584514327,0.4749802940269436,0,101,71
718735-99999,-0.42727272727271304,-1.2357875931889613,0.38124213864353507,0,277,303
013220-99999,-0.463636363636279,-1.8294725599260766,0.9021998326535186,0,210,316
672950-99999,9.299999999999411,3.0371544777584383,15.562845522240384,1,160,280
263480-99999,-0.1454545454545264,-0.44457237874424277,0.15366328783518995,0,227,204
474260-99999,-0.11818181818179863,-0.5693130829962678,0.33294944663267056,0,333,327
285860-99999,0.13636363636362825,-0.11410275987353113,0.38683003260078763,0,246,230
083140-99999,-0.672727272727184,-2.1375862264438408,0.7921316809894727,0,350,357
992600-99999,0.054545454545464,-0.3135889968715911,0.4226799059625191,0,281,289
167230-99999,-1.4181818181817523,-2.2112340619891926,-0.625129574374312,-1,351,8
727856-99999,0.43636363636362185,-0.18119735176438212,1.0539246244916258,0,226,203
835920-99999,-0.11818181818179818,-0.6937995867662579,0.4574359504026615,0,35,50
484610-99999,-0.036363636363628604,-0.8126475539886973,0.73992028126144,0,235,196
351080-99999,-0.6090909090908863,-0.8755564573669681,-0.3426253608148045,-1,181,157
279620-99999,-0.23636363636363544,-0.6456032650341745,0.1728759923069036,0,202,186
724280-14821,-0.41818181818182776,-0.8086172807731034,-0.027746355590552163,-1,233,267
711030-99999,0.19999999999999218,-0.24085837883616507,0.6408583788361495,0,160,188
308220-99999,-0.2545454545454482,-0.4794068854220264,-0.029684023668869963,-1,265,264
718770-99999,-0.6272727272727305,-1.109030075137424,-0.14551537940803716,-1,280,307
724456-13997,1.4909090909090303,0.5922996723009049,2.389518509517156,1,237,215
634780-99999,1.1181818181818617,-0.4454695192810112,2.6818331556447346,0,169,168
282340-99999,2.081818181818038,-1.5823752759810015,5.746011639617078,0,182,295
478030-99999,0.30000000000002647,-0.14165708420528633,0.7416570842053393,0,350,300
601550-99999,-1.3181818181817393,-2.048008264292057,-0.5883553720714216,-1,315,329
014650-99999,-0.7999999999999279,-1.5036338356706929,-0.09636616432916278,-1,329,235
725330-14827,-0.42727272727272414,-0.8459905613151983,-0.008554893230249938,-1,244,249
227810-99999,-0.7181818181817605,-2.773076768221303,1.336713131857782,0,243,318
723100-13883,-0.763636363636321,-1.3502916683719404,-0.1769810589007017,-1,251,284
703870-99999,-1.5454545454544508,-2.6293286453825733,-0.4615804455263286,-1,87,165
478370-99999,-0.38181818181817384,-0.6504790674762262,-0.11315729616012155,-1,330,303
022480-99999,1.1454545454544864,0.45639698374699833,1.8345121071619745,1,57,289
110320-99999,-0.8181818181817562,-1.3867768404506882,-0.24958679591282418,-1,259,284
108580-99999,-0.11818181818180484,-0.6325825738644145,0.39621893750080484,0,265,273
476840-99999,-0.5636363636363182,-1.061558263065347,-0.06571446420728932,-1,293,308
289380-99999,-0.7818181818181928,-2.6966160700993855,1.132979706463,0,277,210
312350-99999,2.5727272727270862,-1.9049768930753905,7.0504314385295626,0,316,180
717390-99999,-0.08181818181816247,-0.35074130363982514,0.1871049400035002,0,266,280
085620-99999,0.03636363636363349,-0.21117764230329153,0.2839049150305585,0,239,268
083350-99999,-0.8181818181818068,-1.6787532817207758,0.042389645357162165,0,253,252
034620-99999,-0.018181818181798093,-0.7284626353356239,0.6920989989720278,0,255,257
941510-99999,0.3363636363637399,-1.6824489846262383,2.355176257353718,0,120,137
477430-99999,0.4545454545453991,-0.27092185201894925,1.1800127611097473,0,256,254
703210-99999,-0.9999999999999645,-1.5594302533662276,-0.4405697466337013,-1,60,23
110220-99999,0.26363636363636367,-0.5526295016666948,1.0799022289394222,0,267,336
511330-99999,0.19999999999999485,-0.07040432306856553,0.47040432306855523,0,353,12
234230-99999,-1.2818181818180916,-3.27448467841763,0.7108483147814466,0,265,170
164150-99999,-1.3454545454544289,-3.039296979517316,0.34838788860845815,0,268,260
284340-99999,0.1636363636363798,-0.30109164130494886,0.6283643685777085,0,250,248
724555-99999,0.5545454545454387,-0.6967354399927403,1.8058263490836177,0,235,230
225630-99999,0.5454545454545205,0.09074384693170168,1.0001652439773394,1,272,223
764020-99999,-1.5999999999999635,-2.429542601593495,-0.7704573984064319,-1,324,322
471223-99999,-0.7272727272726907,-1.4585464454918724,0.00400099094649109,0,279,243
152040-99999,0.32727272727270507,0.11223909869679949,0.5423063558486106,1,320,302
037630-99999,-1.3545454545453994,-2.246199079406321,-0.46289182968447806,-1,219,259
560380-99999,-0.09090909090913168,-1.081928082613008,0.9001099007947446,0,263,268
010030-99999,0.9727272727272274,0.3077195007437158,1.6377350447107388,1,71,66
543350-99999,-0.6363636363636038,-1.2471918456692936,-0.025535427057914117,-1,244,255
287540-99999,1.3090909090907923,-1.5269666957629102,4.145148513944495,0,237,331
595620-99999,-0.21818181818182847,-0.4822559038252717,0.04589226746161479,0,21,19
409300-99999,-2.499999999999835,-4.634489091263642,-0.3655109087360269,-1,115,0
161050-99999,0.2545454545454424,-0.4035366291610003,0.9126275382518851,0,89,53
653760-99999,0.3454545454544493,-0.7707989694452402,1.4617080603541388,0,199,267
039030-99999,1.3322676295501878e-14,-0.569420868778611,0.5694208687786376,0,225,225
718540-99999,-0.30909090909088377,-0.6174907095147952,-0.0006911086669723066,-1,265,266
718450-99999,-0.49999999999998357,-1.1106358527556992,0.11063585275573196,0,279,290
476010-99999,1.6363636363635434,0.8608064630865447,2.411920809640542,1,325,315
355320-99999,0.9818181818181175,0.16967890575148026,1.7939574578847548,1,107,116
110210-99999,0.054545454545474215,-0.271626822511699,0.38071773160264744,0,267,249
341720-99999,-1.309090909090835,-2.0669971877397524,-0.5511846304419177,-1,263,263
033180-99999,0.38181818181819427,-0.5336801685534868,1.2973165321898752,0,234,226
719400-99999,-0.2545454545454642,-0.6384266700408885,0.12933576094996013,0,272,284
747400-13973,-0.1090909090909018,-0.4332399447032675,0.2150581265214639,0,175,144
163200-99999,0.28181818181817553,-0.10710991871503084,0.6707462823513819,0,307,286
878140-99999,1.5363636363636965,-1.6878220576961502,4.760549330423544,0,266,253
229120-99999,-0.1727272727272524,-1.351691364880967,1.0062368194264621,0,193,170
128390-99999,0.30000000000006244,-2.1347489264324024,2.7347489264325273,0,340,278
716090-99999,-0.8727272727272304,-1.2157524492665266,-0.5297020961879342,-1,278,293
725485-14940,-0.9545454545453964,-1.703438928271715,-0.20565198081907776,-1,274,273
485320-99999,-0.6181818181818033,-0.8920397208199344,-0.3443239155436722,-1,213,220
318150-99999,1.2727272727271746,-0.00936338859178698,2.5548179340461363,0,240,210
025200-99999,0.20909090909093742,-0.49437594733362067,0.9125577655154955,0,205,226
584770-99999,0.045454545454520545,-0.36326803989057627,0.45417713079961736,0,33,42
063750-99999,0.19090909090909047,-0.32567945032142387,0.7074976321396048,0,226,230
422600-99999,-1.04545454545449,-1.7642518686025899,-0.32665722230638994,-1,306,343
890570-99999,0.09090909090909971,-0.9327639494360513,1.1145821312542508,0,282,65
983290-99999,0.9636363636363248,0.15823694912727815,1.7690357781453714,1,67,89
725207-99999,-0.6363636363636314,-0.9818458491513301,-0.2908814235759326,-1,241,241
857430-99999,-0.36363636363635354,-0.6528500462173121,-0.07442268105539501,-1,298,303
011990-99999,0.18181818181817633,-0.2202392141771019,0.5838755778134546,0,137,209
225410-99999,0.8454545454544871,-0.18030502865840337,1.8712141195673775,0,341,247
024580-99999,0.3272727272727307,-0.1643809753986487,0.8189264299441101,0,275,236
634600-99999,-0.9545454545454217,-1.434152089224409,-0.4749388198664343,-1,267,241
722430-12960,-0.17272727272724753,-0.6544846205919372,0.3090300751374422,0,111,91
722435-12918,0.2636363636363308,-0.26995563734474615,0.7972283646174078,0,113,111
722408-99999,-0.4272727272727277,-0.9770010197142558,0.1224555651688004,0,112,83
852890-99999,0.38181818181822047,-0.5519756829028577,1.3156120465392986,0,58,49
852230-99999,0.5636363636363626,0.1985782986161489,0.9286944286565764,1,137,148
332460-99999,-0.4454545454545107,-0.7853834530568551,-0.10552563785216634,-1,221,242
171900-99999,0.3090909090908731,-0.5221493733866635,1.1403311915684098,0,308,344
702986-99999,-0.3818181818181916,-1.291136229650801,0.5274998660144179,0,266,330
080270-99999,-0.5909090909090446,-1.0576046877999512,-0.12421349401813797,-1,266,266
426670-99999,-1.272727272727185,-1.7947901721586872,-0.7506643732956828,-1,290,299
208910-99999,-0.08181818181817402,-0.3436584759746013,0.18002211233825327,0,111,172
949960-99999,-0.9636363636363487,-1.7690357781453967,-0.1582369491273009,-1,93,114
727720-24144,-1.0727272727272217,-1.6748776235746807,-0.47057692187976274,-1,282,282
413140-99999,-0.07272727272723412,-0.6526151104864264,0.5071605650319582,0,164,161
718640-99999,-0.4999999999999831,-0.7632721041151009,-0.23672789588486526,-1,264,281
725065-99999,-0.47272727272724246,-0.5983818961472004,-0.34707264930728454,-1,296,280
239860-99999,0.4272727272726966,-0.5602073661233072,1.4147528206687006,0,243,214
607200-99999,-0.818181818181765,-1.1986200832731941,-0.4377435530903359,-1,273,278
228870-99999,-0.02727272727271224,-0.3189939729714332,0.26444851842600875,0,236,204
037660-99999,0.48181818181814906,-0.27257687898483174,1.2362132426211299,0,249,249
702615-99999,0.9363636363635683,-0.1191984175629568,1.9919256902900935,0,241,117
717030-99999,0.027272727272743325,-0.3256776887335896,0.38022314327907625,0,273,277
684420-99999,-0.37272727272727657,-0.8544846205919667,0.10903007513741364,0,335,333
289860-99999,0.11818181818182438,-2.6815805843906886,2.9179442207543373,0,233,80
584020-99999,0.2181818181818138,-0.12892875655569108,0.5652923929193188,0,206,215
273930-99999,0.07272727272729096,-0.36060553820314273,0.5060600836577247,0,256,252
222040-99999,0.34545454545454746,-0.117246724992768,0.8081558159018629,0,233,302
351630-99999,0.6272727272726843,-0.47889500352376513,1.7334404580691338,0,235,145
983240-99999,0.5454545454545188,-0.02479097381959572,1.1157000647286333,0,335,171
612970-99999,1.1090909090909402,0.04190690712878009,2.1762749110531003,1,88,17
949670-99999,0.10909090909093244,-0.7702777305438616,0.9884595487257265,0,262,258
599810-99999,0.08181818181817935,-0.4656830937388081,0.6293194573751668,0,109,95
071570-99999,0.07272727272727408,-0.25716953400903136,0.40262407946357953,0,245,251
013470-99999,0.9545454545454408,0.40979762105601214,1.4992932880348695,1,255,262
154650-99999,0.209090909090893,-0.384215080635541,0.802396898817327,0,305,332
766470-99999,-0.1909090909090092,-1.192282064645719,0.8104638828277007,0,109,97
237240-99999,0.49999999999999956,0.12359750588221402,0.876402494117785,1,307,264
942110-99999,-0.14545454545451597,-2.05656771745459,1.7656586265455583,0,36,89
604680-99999,-1.4999999999999396,-2.8347943645419145,-0.16520563545796452,-1,238,301
765390-99999,-0.5363636363636042,-0.9858251984248662,-0.0869020743023422,-1,73,91
162700-99999,0.6636363636363196,0.05701535582139894,1.2702573714512404,1,282,294
